file,strategy,current_state,exit_code,total_states,time_seconds
../LTL-Synth/collector_v4_2.tlsf,expo,1,0,2,0.6210899353027344
../LTL-Synth/collector_v4_2.tlsf,expo,2,0,2,0.6494789123535156
../LTL-Synth/collector_v4_2.tlsf,hybrid,1,0,2,0.6316180229187012
../LTL-Synth/collector_v4_2.tlsf,hybrid,2,0,2,0.6557579040527344
../LTL-Synth/collector_v4_2.tlsf,hybrid,2,0,2,0.7553379535675049
../LTL-Synth/collector_v4_3.tlsf,linear,1,0,3,0.6135909557342529
../LTL-Synth/collector_v4_3.tlsf,linear,2,0,3,0.6547460556030273
../LTL-Synth/collector_v4_3.tlsf,linear,3,0,3,0.7277309894561768
../LTL-Synth/collector_v4_3.tlsf,expo,1,132,4,0.6470739841461182
../LTL-Synth/collector_v4_3.tlsf,expo,2,132,4,0.6885390281677246
../LTL-Synth/collector_v4_3.tlsf,expo,4,132,4,0.7607498168945312
../LTL-Synth/collector_v4_3.tlsf,hybrid,1,0,3,0.6046838760375977
../LTL-Synth/collector_v4_3.tlsf,hybrid,2,0,3,0.6468498706817627
